date,country,province,city,confirmed,suspected,cured,dead
2020-03-11,巴拉圭,,,2,0.0,0,0
2020-03-11,巴勒斯坦,,,30,0.0,0,0
2020-03-11,巴林,,,189,0.0,30,0
2020-03-11,巴拿马,,,8,0.0,0,1
2020-03-11,巴西,,,34,0.0,0,0
2020-03-11,白俄罗斯,,,12,0.0,3,0
2020-03-11,保加利亚,,,6,0.0,0,0
2020-03-11,北马其顿,,,7,0.0,0,0
2020-03-11,比利时,,,314,0.0,1,1
2020-03-11,秘鲁,,,11,0.0,0,0
2020-03-11,冰岛,,,85,0.0,1,0
2020-03-11,波黑,,,7,0.0,0,0
2020-03-11,波兰,,,25,0.0,0,0
2020-03-11,玻利维亚,,,2,0.0,0,0
2020-03-11,不丹,,,1,0.0,0,0
2020-03-11,布基纳法索,,,2,0.0,0,0
2020-03-11,丹麦,,,340,0.0,1,0
2020-03-11,德国,,,1565,0.0,18,3
2020-03-11,多哥,,,1,0.0,0,0
2020-03-11,多米尼加,,,5,0.0,0,0
2020-03-11,俄罗斯,,,20,0.0,3,0
2020-03-11,厄瓜多尔,,,15,0.0,0,0
2020-03-11,法国,,,1784,0.0,12,33
2020-03-11,法罗群岛,,,2,0.0,0,0
2020-03-11,法属圭亚那,,,5,0.0,0,0
2020-03-11,梵蒂冈,,,1,0.0,0,0
2020-03-11,菲律宾,,,49,0.0,2,1
2020-03-11,芬兰,,,59,0.0,1,0
2020-03-11,刚果（金）,,,1,0.0,0,0
2020-03-11,哥伦比亚,,,3,0.0,0,0
2020-03-11,哥斯达黎加,,,13,0.0,0,0
2020-03-11,格恩西岛,,,1,0.0,0,0
2020-03-11,格鲁吉亚,,,23,0.0,0,0
2020-03-11,韩国,,,7755,0.0,288,65
2020-03-11,荷兰,,,503,0.0,0,5
2020-03-11,洪都拉斯,,,2,0.0,0,0
2020-03-11,加拿大,,,95,0.0,8,1
2020-03-11,柬埔寨,,,3,0.0,1,0
2020-03-11,捷克,,,61,0.0,0,0
2020-03-11,喀麦隆,,,2,0.0,0,0
2020-03-11,卡塔尔,,,24,0.0,0,0
2020-03-11,科威特,,,72,0.0,2,0
2020-03-11,克罗地亚,,,16,0.0,0,0
2020-03-11,拉脱维亚,,,10,0.0,0,0
2020-03-11,黎巴嫩,,,59,0.0,1,2
2020-03-11,立陶宛,,,3,0.0,0,0
2020-03-11,列支敦士登,,,1,0.0,0,0
2020-03-11,留尼汪,,,1,0.0,0,0
2020-03-11,卢森堡,,,5,0.0,0,0
2020-03-11,罗马尼亚,,,31,0.0,5,0
2020-03-11,马尔代夫,,,6,0.0,0,0
2020-03-11,马耳他,,,6,0.0,0,0
2020-03-11,马来西亚,,,149,0.0,26,0
2020-03-11,马提尼克,,,2,0.0,0,0
2020-03-11,美国,,,1004,0.0,10,31
2020-03-11,蒙古,,,1,0.0,0,0
2020-03-11,孟加拉国,,,3,0.0,0,0
2020-03-11,摩尔多瓦,,,1,0.0,0,0
2020-03-11,摩洛哥,,,5,0.0,0,1
2020-03-11,摩纳哥,,,1,0.0,0,0
2020-03-11,墨西哥,,,7,0.0,1,0
2020-03-11,南非,,,13,0.0,1,0
2020-03-11,尼泊尔,,,1,0.0,1,0
2020-03-11,尼日利亚,,,2,0.0,0,0
2020-03-11,挪威,,,436,0.0,0,0
2020-03-11,葡萄牙,,,59,0.0,0,0
2020-03-11,日本,,,568,0.0,102,12
2020-03-11,瑞典,,,473,0.0,0,0
2020-03-11,瑞士,,,645,0.0,3,4
2020-03-11,塞尔维亚,,,12,0.0,0,0
2020-03-11,塞内加尔,,,4,0.0,0,0
2020-03-11,塞浦路斯,,,2,0.0,0,0
2020-03-11,沙特阿拉伯,,,21,0.0,0,0
2020-03-11,圣巴泰勒米,,,1,0.0,0,0
2020-03-11,圣马丁,,,2,0.0,0,0
2020-03-11,圣马力诺,,,62,0.0,0,2
2020-03-11,斯里兰卡,,,2,0.0,1,0
2020-03-11,斯洛伐克,,,7,0.0,0,0
2020-03-11,斯洛文尼亚,,,47,0.0,0,0
2020-03-11,泰国,,,59,0.0,34,1
2020-03-11,突尼斯,,,5,0.0,0,0
2020-03-11,土耳其,,,1,0.0,0,0
2020-03-11,文莱,,,11,0.0,0,0
2020-03-11,乌克兰,,,1,0.0,0,0
2020-03-11,西班牙,,,2174,0.0,183,49
2020-03-11,希腊,,,89,0.0,0,0
2020-03-11,新加坡,,,178,0.0,96,0
2020-03-11,新西兰,,,5,0.0,0,0
2020-03-11,匈牙利,,,13,0.0,0,0
2020-03-11,牙买加,,,1,0.0,0,0
2020-03-11,亚美尼亚,,,1,0.0,0,0
2020-03-11,伊拉克,,,71,0.0,9,7
2020-03-11,伊朗,,,9000,0.0,2731,354
2020-03-11,以色列,,,75,0.0,4,0
2020-03-11,意大利,,,10293,0.0,1004,631
2020-03-11,印度,,,62,0.0,3,1
2020-03-11,印度尼西亚,,,34,0.0,0,1
2020-03-11,英国,,,456,0.0,18,6
2020-03-11,约旦,,,1,0.0,0,0
2020-03-11,越南,,,38,0.0,16,0
2020-03-11,直布罗陀,,,1,0.0,0,0
2020-03-11,智利,,,17,0.0,0,0
2020-03-11,中国,,,80980,253.0,62887,3173
2020-03-11,钻石公主号邮轮,,,696,0.0,357,7
2020-03-12,钻石公主号邮轮,,,697,0.0,388,7
2020-03-12,波黑,,,11,0.0,0,0
2020-03-12,圣马丁,,,2,0.0,0,0
2020-03-12,蒙古,,,1,0.0,0,0
2020-03-12,格恩西岛,,,1,0.0,0,0
2020-03-12,安道尔,,,1,0.0,1,0
2020-03-12,阿联酋,,,85,0.0,17,0
2020-03-12,阿富汗,,,7,0.0,0,0
2020-03-12,阿尔巴尼亚,,,15,0.0,0,1
2020-03-12,亚美尼亚,,,4,0.0,0,0
2020-03-12,阿根廷,,,21,0.0,0,1
2020-03-12,奥地利,,,302,0.0,4,1
2020-03-12,澳大利亚,,,159,0.0,24,3
2020-03-12,阿塞拜疆,,,15,0.0,3,1
2020-03-12,孟加拉国,,,3,0.0,0,0
2020-03-12,比利时,,,399,0.0,1,3
2020-03-12,布基纳法索,,,2,0.0,0,0
2020-03-12,保加利亚,,,10,0.0,0,1
2020-03-12,巴林,,,195,0.0,35,0
2020-03-12,圣巴泰勒米,,,1,0.0,0,0
2020-03-12,文莱,,,25,0.0,0,0
2020-03-12,玻利维亚,,,2,0.0,0,0
2020-03-12,巴西,,,52,0.0,0,0
2020-03-12,不丹,,,1,0.0,0,0
2020-03-12,白俄罗斯,,,12,0.0,3,0
2020-03-12,加拿大,,,117,0.0,8,1
2020-03-12,刚果（金）,,,1,0.0,0,0
2020-03-12,瑞士,,,815,0.0,4,4
2020-03-12,科特迪瓦,,,1,0.0,0,0
2020-03-12,智利,,,23,0.0,0,0
2020-03-12,喀麦隆,,,2,0.0,0,0
2020-03-12,中国,,,80984,253.0,62919,3173
2020-03-12,哥伦比亚,,,9,0.0,0,0
2020-03-12,哥斯达黎加,,,22,0.0,0,0
2020-03-12,古巴,,,3,0.0,0,0
2020-03-12,塞浦路斯,,,6,0.0,0,0
2020-03-12,捷克,,,94,0.0,0,0
2020-03-12,德国,,,2078,0.0,35,3
2020-03-12,丹麦,,,617,0.0,1,0
2020-03-12,多米尼加,,,5,0.0,0,0
2020-03-12,阿尔及利亚,,,25,0.0,8,1
2020-03-12,厄瓜多尔,,,17,0.0,0,0
2020-03-12,爱沙尼亚,,,16,0.0,0,0
2020-03-12,埃及,,,67,0.0,27,1
2020-03-12,西班牙,,,2968,0.0,183,64
2020-03-12,芬兰,,,65,0.0,1,0
2020-03-12,法罗群岛,,,2,0.0,0,0
2020-03-12,法国,,,2284,0.0,12,48
2020-03-12,英国,,,590,0.0,19,10
2020-03-12,格鲁吉亚,,,24,0.0,0,0
2020-03-12,法属圭亚那,,,5,0.0,0,0
2020-03-12,直布罗陀,,,1,0.0,0,0
2020-03-12,希腊,,,99,0.0,0,1
2020-03-12,洪都拉斯,,,2,0.0,0,0
2020-03-12,克罗地亚,,,19,0.0,0,0
2020-03-12,匈牙利,,,13,0.0,0,0
2020-03-12,印度尼西亚,,,34,0.0,2,1
2020-03-12,爱尔兰,,,43,0.0,0,1
2020-03-12,以色列,,,127,0.0,4,0
2020-03-12,印度,,,74,0.0,4,1
2020-03-12,伊拉克,,,73,0.0,15,8
2020-03-12,伊朗,,,10075,0.0,3276,429
2020-03-12,冰岛,,,109,0.0,1,0
2020-03-12,意大利,,,12462,0.0,1045,827
2020-03-12,牙买加,,,1,0.0,0,0
2020-03-12,约旦,,,1,0.0,0,0
2020-03-12,日本,,,690,0.0,123,19
2020-03-12,柬埔寨,,,5,0.0,1,0
2020-03-12,韩国,,,7869,0.0,333,66
2020-03-12,科威特,,,80,0.0,5,0
2020-03-12,黎巴嫩,,,61,0.0,1,3
2020-03-12,列支敦士登,,,1,0.0,0,0
2020-03-12,斯里兰卡,,,3,0.0,1,0
2020-03-12,立陶宛,,,3,0.0,0,0
2020-03-12,卢森堡,,,19,0.0,0,0
2020-03-12,拉脱维亚,,,11,0.0,1,0
2020-03-12,摩洛哥,,,6,0.0,0,1
2020-03-12,摩纳哥,,,2,0.0,0,0
2020-03-12,摩尔多瓦,,,3,0.0,0,0
2020-03-12,北马其顿,,,9,0.0,0,0
2020-03-12,马提尼克,,,3,0.0,0,0
2020-03-12,马耳他,,,6,0.0,0,0
2020-03-12,马尔代夫,,,8,0.0,0,0
2020-03-12,墨西哥,,,12,0.0,4,0
2020-03-12,马来西亚,,,158,0.0,32,0
2020-03-12,尼日利亚,,,2,0.0,0,0
2020-03-12,荷兰,,,614,0.0,0,5
2020-03-12,挪威,,,632,0.0,1,0
2020-03-12,尼泊尔,,,1,0.0,1,0
2020-03-12,新西兰,,,5,0.0,0,0
2020-03-12,阿曼,,,18,0.0,9,0
2020-03-12,巴拿马,,,11,0.0,0,1
2020-03-12,秘鲁,,,15,0.0,0,0
2020-03-12,菲律宾,,,52,0.0,2,5
2020-03-12,巴基斯坦,,,21,0.0,2,0
2020-03-12,波兰,,,47,0.0,0,1
2020-03-12,巴勒斯坦,,,30,0.0,0,0
2020-03-12,葡萄牙,,,59,0.0,0,0
2020-03-12,巴拉圭,,,8,0.0,0,0
2020-03-12,卡塔尔,,,262,0.0,0,0
2020-03-12,留尼汪,,,1,0.0,0,0
2020-03-12,罗马尼亚,,,49,0.0,6,0
2020-03-12,塞尔维亚,,,19,0.0,0,0
2020-03-12,俄罗斯,,,28,0.0,3,0
2020-03-12,沙特阿拉伯,,,45,0.0,1,0
2020-03-12,瑞典,,,500,0.0,1,1
2020-03-12,新加坡,,,186,0.0,96,0
2020-03-12,斯洛文尼亚,,,89,0.0,0,0
2020-03-12,斯洛伐克,,,10,0.0,0,0
2020-03-12,圣马力诺,,,69,0.0,0,3
2020-03-12,塞内加尔,,,4,0.0,0,0
2020-03-12,多哥,,,1,0.0,0,0
2020-03-12,泰国,,,70,0.0,35,1
2020-03-12,突尼斯,,,7,0.0,0,0
2020-03-12,土耳其,,,1,0.0,0,0
2020-03-12,乌克兰,,,1,0.0,0,0
2020-03-12,美国,,,1323,0.0,10,38
2020-03-12,梵蒂冈,,,1,0.0,0,0
2020-03-12,越南,,,44,0.0,16,0
2020-03-12,南非,,,17,0.0,1,0
2020-03-13,钻石公主号邮轮,,,697,0.0,388,7
2020-03-13,波黑,,,11,0.0,0,0
2020-03-13,圣马丁,,,2,0.0,0,0
2020-03-13,蒙古,,,1,0.0,0,0
2020-03-13,格恩西岛,,,1,0.0,0,0
2020-03-13,安道尔,,,2,0.0,1,0
2020-03-13,阿联酋,,,85,0.0,20,0
2020-03-13,阿富汗,,,7,0.0,0,0
2020-03-13,阿尔巴尼亚,,,15,0.0,0,1
2020-03-13,亚美尼亚,,,4,0.0,0,0
2020-03-13,阿根廷,,,31,0.0,0,1
2020-03-13,奥地利,,,428,0.0,4,1
2020-03-13,澳大利亚,,,160,0.0,24,3
2020-03-13,阿塞拜疆,,,15,0.0,3,1
2020-03-13,孟加拉国,,,3,0.0,0,0
2020-03-13,比利时,,,399,0.0,1,3
2020-03-13,布基纳法索,,,2,0.0,0,0
2020-03-13,保加利亚,,,23,0.0,0,1
2020-03-13,巴林,,,210,0.0,35,0
2020-03-13,圣巴泰勒米,,,1,0.0,0,0
2020-03-13,文莱,,,37,0.0,0,0
2020-03-13,玻利维亚,,,2,0.0,0,0
2020-03-13,巴西,,,77,0.0,0,0
2020-03-13,不丹,,,1,0.0,0,0
2020-03-13,白俄罗斯,,,12,0.0,3,0
2020-03-13,加拿大,,,158,0.0,11,1
2020-03-13,刚果（金）,,,2,0.0,0,0
2020-03-13,瑞士,,,1135,0.0,4,7
2020-03-13,科特迪瓦,,,1,0.0,0,0
2020-03-13,智利,,,33,0.0,0,0
2020-03-13,喀麦隆,,,2,0.0,0,0
2020-03-13,中国,,,81007,147.0,64239,3181
2020-03-13,哥伦比亚,,,9,0.0,0,0
2020-03-13,哥斯达黎加,,,22,0.0,0,0
2020-03-13,古巴,,,4,0.0,0,0
2020-03-13,塞浦路斯,,,10,0.0,0,0
2020-03-13,捷克,,,117,0.0,0,0
2020-03-13,德国,,,3117,0.0,46,7
2020-03-13,丹麦,,,788,0.0,1,0
2020-03-13,多米尼加,,,5,0.0,0,0
2020-03-13,阿尔及利亚,,,26,0.0,10,2
2020-03-13,厄瓜多尔,,,17,0.0,0,0
2020-03-13,爱沙尼亚,,,41,0.0,0,0
2020-03-13,埃及,,,80,0.0,20,2
2020-03-13,西班牙,,,4209,0.0,189,120
2020-03-13,埃塞俄比亚,,,1,0.0,0,0
2020-03-13,芬兰,,,155,0.0,1,0
2020-03-13,法罗群岛,,,2,0.0,0,0
2020-03-13,法国,,,2876,0.0,12,61
2020-03-13,加蓬,,,1,0.0,0,0
2020-03-13,英国,,,798,0.0,19,10
2020-03-13,格鲁吉亚,,,24,0.0,0,0
2020-03-13,法属圭亚那,,,5,0.0,0,0
2020-03-13,加纳,,,2,0.0,0,0
2020-03-13,直布罗陀,,,1,0.0,0,0
2020-03-13,几内亚,,,1,0.0,0,0
2020-03-13,希腊,,,134,0.0,0,1
2020-03-13,圭亚那,,,1,0.0,0,1
2020-03-13,洪都拉斯,,,2,0.0,0,0
2020-03-13,克罗地亚,,,31,0.0,0,0
2020-03-13,匈牙利,,,16,0.0,0,0
2020-03-13,印度尼西亚,,,69,0.0,2,2
2020-03-13,爱尔兰,,,70,0.0,0,1
2020-03-13,以色列,,,126,0.0,4,0
2020-03-13,印度,,,81,0.0,4,1
2020-03-13,伊拉克,,,83,0.0,24,8
2020-03-13,伊朗,,,11364,0.0,3529,514
2020-03-13,冰岛,,,117,0.0,1,0
2020-03-13,意大利,,,15385,0.0,1258,1016
2020-03-13,牙买加,,,1,0.0,0,0
2020-03-13,约旦,,,1,0.0,0,0
2020-03-13,日本,,,724,0.0,123,21
2020-03-13,肯尼亚,,,1,0.0,0,0
2020-03-13,柬埔寨,,,5,0.0,1,0
2020-03-13,韩国,,,7979,0.0,510,72
2020-03-13,科威特,,,100,0.0,5,0
2020-03-13,哈萨克斯坦,,,3,0.0,0,0
2020-03-13,黎巴嫩,,,77,0.0,1,3
2020-03-13,列支敦士登,,,4,0.0,0,0
2020-03-13,斯里兰卡,,,3,0.0,1,0
2020-03-13,立陶宛,,,3,0.0,0,0
2020-03-13,卢森堡,,,19,0.0,0,0
2020-03-13,拉脱维亚,,,16,0.0,1,0
2020-03-13,摩洛哥,,,6,0.0,0,1
2020-03-13,摩纳哥,,,2,0.0,0,0
2020-03-13,摩尔多瓦,,,6,0.0,0,0
2020-03-13,北马其顿,,,9,0.0,0,0
2020-03-13,马提尼克,,,3,0.0,0,0
2020-03-13,马耳他,,,6,0.0,0,0
2020-03-13,马尔代夫,,,8,0.0,0,0
2020-03-13,墨西哥,,,15,0.0,4,0
2020-03-13,马来西亚,,,197,0.0,32,0
2020-03-13,尼日利亚,,,2,0.0,0,0
2020-03-13,荷兰,,,804,0.0,0,5
2020-03-13,挪威,,,895,0.0,1,1
2020-03-13,尼泊尔,,,1,0.0,1,0
2020-03-13,新西兰,,,5,0.0,0,0
2020-03-13,阿曼,,,19,0.0,9,0
2020-03-13,巴拿马,,,11,0.0,0,1
2020-03-13,秘鲁,,,22,0.0,0,0
2020-03-13,法属波利尼西亚,,,1,0.0,0,0
2020-03-13,菲律宾,,,64,0.0,2,5
2020-03-13,巴基斯坦,,,21,0.0,2,0
2020-03-13,波兰,,,64,0.0,0,1
2020-03-13,巴勒斯坦,,,31,0.0,0,0
2020-03-13,葡萄牙,,,78,0.0,0,0
2020-03-13,巴拉圭,,,8,0.0,0,0
2020-03-13,卡塔尔,,,263,0.0,0,0
2020-03-13,留尼汪,,,1,0.0,0,0
2020-03-13,罗马尼亚,,,70,0.0,6,0
2020-03-13,塞尔维亚,,,31,0.0,0,0
2020-03-13,俄罗斯,,,45,0.0,3,0
2020-03-13,沙特阿拉伯,,,62,0.0,1,0
2020-03-13,苏丹,,,1,0.0,0,0
2020-03-13,瑞典,,,751,0.0,1,1
2020-03-13,新加坡,,,200,0.0,96,0
2020-03-13,斯洛文尼亚,,,96,0.0,0,0
2020-03-13,斯洛伐克,,,16,0.0,0,0
2020-03-13,圣马力诺,,,69,0.0,0,3
2020-03-13,塞内加尔,,,10,0.0,2,0
2020-03-13,多哥,,,1,0.0,0,0
2020-03-13,泰国,,,75,0.0,35,1
2020-03-13,突尼斯,,,13,0.0,0,0
2020-03-13,土耳其,,,2,0.0,0,0
2020-03-13,特立尼达和多巴哥,,,1,0.0,0,0
2020-03-13,乌克兰,,,3,0.0,0,0
2020-03-13,美国,,,1832,0.0,31,41
2020-03-13,梵蒂冈,,,1,0.0,0,0
2020-03-13,越南,,,47,0.0,16,0
2020-03-13,南非,,,24,0.0,1,0
2020-03-14,钻石公主号邮轮,,,697,0.0,390,7
2020-03-14,波黑,,,11,0.0,0,0
2020-03-14,圣马丁,,,2,0.0,0,0
2020-03-14,泽西岛,,,2,0.0,0,0
2020-03-14,蒙古,,,1,0.0,0,0
2020-03-14,格恩西岛,,,1,0.0,0,0
2020-03-14,毛利塔尼亚,,,1,0.0,0,0
2020-03-14,安道尔,,,2,0.0,1,0
2020-03-14,阿联酋,,,85,0.0,20,0
2020-03-14,阿富汗,,,10,0.0,0,0
2020-03-14,安提瓜和巴布达,,,1,0.0,0,0
2020-03-14,阿尔巴尼亚,,,33,0.0,0,1
2020-03-14,亚美尼亚,,,8,0.0,0,0
2020-03-14,阿根廷,,,31,0.0,0,2
2020-03-14,奥地利,,,504,0.0,6,1
2020-03-14,澳大利亚,,,236,0.0,27,3
2020-03-14,阿鲁巴,,,2,0.0,0,0
2020-03-14,阿塞拜疆,,,15,0.0,3,1
2020-03-14,孟加拉国,,,3,0.0,0,0
2020-03-14,比利时,,,689,0.0,1,3
2020-03-14,布基纳法索,,,2,0.0,0,0
2020-03-14,保加利亚,,,30,0.0,0,1
2020-03-14,巴林,,,211,0.0,44,0
2020-03-14,圣巴泰勒米,,,1,0.0,0,0
2020-03-14,文莱,,,40,0.0,0,0
2020-03-14,玻利维亚,,,3,0.0,0,0
2020-03-14,巴西,,,151,0.0,0,0
2020-03-14,不丹,,,1,0.0,0,0
2020-03-14,白俄罗斯,,,27,0.0,3,0
2020-03-14,加拿大,,,198,0.0,11,1
2020-03-14,刚果（金）,,,2,0.0,0,0
2020-03-14,瑞士,,,1189,0.0,4,11
2020-03-14,科特迪瓦,,,1,0.0,0,0
2020-03-14,智利,,,43,0.0,0,0
2020-03-14,喀麦隆,,,2,0.0,0,0
2020-03-14,中国,,,81048,113.0,67022,3204
2020-03-14,哥伦比亚,,,13,0.0,0,0
2020-03-14,哥斯达黎加,,,22,0.0,0,0
2020-03-14,古巴,,,4,0.0,0,0
2020-03-14,塞浦路斯,,,21,0.0,0,0
2020-03-14,捷克,,,141,0.0,0,0
2020-03-14,德国,,,3718,0.0,46,8
2020-03-14,丹麦,,,827,0.0,1,0
2020-03-14,多米尼加,,,5,0.0,0,0
2020-03-14,阿尔及利亚,,,27,0.0,10,2
2020-03-14,厄瓜多尔,,,23,0.0,0,1
2020-03-14,爱沙尼亚,,,79,0.0,0,0
2020-03-14,埃及,,,93,0.0,21,2
2020-03-14,西班牙,,,5753,0.0,193,136
2020-03-14,埃塞俄比亚,,,1,0.0,0,0
2020-03-14,芬兰,,,210,0.0,1,0
2020-03-14,法罗群岛,,,2,0.0,0,0
2020-03-14,法国,,,3667,0.0,12,79
2020-03-14,加蓬,,,1,0.0,0,0
2020-03-14,英国,,,1140,0.0,19,21
2020-03-14,格鲁吉亚,,,30,0.0,0,0
2020-03-14,法属圭亚那,,,6,0.0,0,0
2020-03-14,加纳,,,2,0.0,0,0
2020-03-14,直布罗陀,,,1,0.0,0,0
2020-03-14,几内亚,,,1,0.0,0,0
2020-03-14,赤道几内亚,,,1,0.0,0,0
2020-03-14,希腊,,,190,0.0,0,3
2020-03-14,危地马拉,,,1,0.0,0,0
2020-03-14,圭亚那,,,1,0.0,0,1
2020-03-14,洪都拉斯,,,2,0.0,0,0
2020-03-14,克罗地亚,,,37,0.0,0,0
2020-03-14,匈牙利,,,19,0.0,1,0
2020-03-14,印度尼西亚,,,96,0.0,5,4
2020-03-14,爱尔兰,,,90,0.0,0,1
2020-03-14,以色列,,,161,0.0,3,0
2020-03-14,印度,,,84,0.0,10,2
2020-03-14,伊拉克,,,101,0.0,24,9
2020-03-14,伊朗,,,12729,0.0,4339,611
2020-03-14,冰岛,,,134,0.0,1,0
2020-03-14,意大利,,,17660,0.0,1439,1266
2020-03-14,牙买加,,,8,0.0,0,0
2020-03-14,约旦,,,1,0.0,1,0
2020-03-14,日本,,,786,0.0,135,21
2020-03-14,肯尼亚,,,1,0.0,0,0
2020-03-14,柬埔寨,,,7,0.0,1,0
2020-03-14,韩国,,,8086,0.0,714,72
2020-03-14,科威特,,,100,0.0,5,0
2020-03-14,哈萨克斯坦,,,6,0.0,0,0
2020-03-14,黎巴嫩,,,93,0.0,1,3
2020-03-14,列支敦士登,,,4,0.0,0,0
2020-03-14,斯里兰卡,,,9,0.0,1,0
2020-03-14,立陶宛,,,6,0.0,0,0
2020-03-14,卢森堡,,,34,0.0,0,1
2020-03-14,拉脱维亚,,,16,0.0,1,0
2020-03-14,摩洛哥,,,7,0.0,0,1
2020-03-14,摩纳哥,,,2,0.0,0,0
2020-03-14,摩尔多瓦,,,8,0.0,0,0
2020-03-14,北马其顿,,,13,0.0,0,0
2020-03-14,马提尼克,,,4,0.0,0,0
2020-03-14,马耳他,,,12,0.0,0,0
2020-03-14,马尔代夫,,,10,0.0,0,0
2020-03-14,墨西哥,,,26,0.0,4,0
2020-03-14,马来西亚,,,238,0.0,32,0
2020-03-14,尼日利亚,,,2,0.0,0,0
2020-03-14,荷兰,,,807,0.0,0,10
2020-03-14,挪威,,,1002,0.0,1,1
2020-03-14,尼泊尔,,,1,0.0,1,0
2020-03-14,新西兰,,,6,0.0,0,0
2020-03-14,阿曼,,,20,0.0,9,0
2020-03-14,巴拿马,,,36,0.0,0,1
2020-03-14,秘鲁,,,28,0.0,0,0
2020-03-14,法属波利尼西亚,,,1,0.0,0,0
2020-03-14,菲律宾,,,111,0.0,2,8
2020-03-14,巴基斯坦,,,30,0.0,2,0
2020-03-14,波兰,,,68,0.0,0,1
2020-03-14,波多黎各,,,3,0.0,0,0
2020-03-14,巴勒斯坦,,,35,0.0,0,0
2020-03-14,葡萄牙,,,112,0.0,0,0
2020-03-14,巴拉圭,,,8,0.0,0,0
2020-03-14,卡塔尔,,,338,0.0,0,0
2020-03-14,留尼汪,,,3,0.0,0,0
2020-03-14,罗马尼亚,,,95,0.0,7,0
2020-03-14,塞尔维亚,,,41,0.0,0,0
2020-03-14,俄罗斯,,,47,0.0,3,0
2020-03-14,卢旺达,,,1,0.0,0,0
2020-03-14,沙特阿拉伯,,,86,0.0,1,0
2020-03-14,苏丹,,,1,0.0,0,1
2020-03-14,瑞典,,,814,0.0,1,2
2020-03-14,新加坡,,,200,0.0,97,0
2020-03-14,斯洛文尼亚,,,141,0.0,0,0
2020-03-14,斯洛伐克,,,32,0.0,0,0
2020-03-14,圣马力诺,,,80,0.0,2,5
2020-03-14,塞内加尔,,,21,0.0,2,0
2020-03-14,斯威士兰,,,1,0.0,0,0
2020-03-14,多哥,,,1,0.0,0,0
2020-03-14,泰国,,,82,0.0,35,1
2020-03-14,突尼斯,,,13,0.0,0,0
2020-03-14,土耳其,,,5,0.0,0,0
2020-03-14,特立尼达和多巴哥,,,1,0.0,0,0
2020-03-14,乌克兰,,,3,0.0,0,1
2020-03-14,美国,,,2291,0.0,41,50
2020-03-14,乌拉圭,,,4,0.0,0,0
2020-03-14,梵蒂冈,,,1,0.0,0,0
2020-03-14,圣文森特和格林纳丁斯,,,1,0.0,0,0
2020-03-14,委内瑞拉,,,2,0.0,0,0
2020-03-14,越南,,,53,0.0,16,0
2020-03-14,南非,,,24,0.0,1,0
2020-03-14,纳米比亚,,,2,0.0,0,0
2020-03-15,钻石公主号邮轮,,,697,0.0,456,7
2020-03-15,波黑,,,21,0.0,0,0
2020-03-15,圣马丁,,,2,0.0,0,0
2020-03-15,泽西岛,,,2,0.0,0,0
2020-03-15,蒙古,,,1,0.0,0,0
2020-03-15,格恩西岛,,,1,0.0,0,0
2020-03-15,毛利塔尼亚,,,1,0.0,0,0
2020-03-15,安道尔,,,2,0.0,1,0
2020-03-15,阿联酋,,,86,0.0,23,0
2020-03-15,阿富汗,,,16,0.0,0,0
2020-03-15,安提瓜和巴布达,,,1,0.0,0,0
2020-03-15,阿尔巴尼亚,,,38,0.0,0,1
2020-03-15,亚美尼亚,,,20,0.0,0,0
2020-03-15,阿根廷,,,45,0.0,1,2
2020-03-15,奥地利,,,800,0.0,6,1
2020-03-15,澳大利亚,,,272,0.0,27,5
2020-03-15,阿鲁巴,,,2,0.0,0,0
2020-03-15,阿塞拜疆,,,23,0.0,6,1
2020-03-15,孟加拉国,,,5,0.0,2,0
2020-03-15,比利时,,,886,0.0,1,4
2020-03-15,布基纳法索,,,2,0.0,0,0
2020-03-15,保加利亚,,,43,0.0,0,2
2020-03-15,巴林,,,214,0.0,60,0
2020-03-15,圣巴泰勒米,,,1,0.0,0,0
2020-03-15,文莱,,,50,0.0,0,0
2020-03-15,玻利维亚,,,10,0.0,0,0
2020-03-15,巴西,,,151,0.0,0,0
2020-03-15,不丹,,,1,0.0,0,0
2020-03-15,白俄罗斯,,,27,0.0,3,0
2020-03-15,加拿大,,,253,0.0,11,1
2020-03-15,刚果（金）,,,3,0.0,0,0
2020-03-15,中非,,,1,0.0,0,0
2020-03-15,刚果（布）,,,1,0.0,0,0
2020-03-15,瑞士,,,2220,0.0,4,13
2020-03-15,科特迪瓦,,,4,0.0,0,0
2020-03-15,智利,,,61,0.0,0,0
2020-03-15,喀麦隆,,,3,0.0,0,0
2020-03-15,中国,,,81077,134.0,67863,3218
2020-03-15,哥伦比亚,,,22,0.0,0,0
2020-03-15,哥斯达黎加,,,27,0.0,0,0
2020-03-15,古巴,,,4,0.0,0,0
2020-03-15,塞浦路斯,,,26,0.0,0,0
2020-03-15,捷克,,,189,0.0,0,0
2020-03-15,德国,,,5142,0.0,49,9
2020-03-15,丹麦,,,836,0.0,1,1
2020-03-15,多米尼加,,,11,0.0,0,0
2020-03-15,阿尔及利亚,,,48,0.0,12,4
2020-03-15,厄瓜多尔,,,28,0.0,0,2
2020-03-15,爱沙尼亚,,,135,0.0,0,0
2020-03-15,埃及,,,110,0.0,21,2
2020-03-15,西班牙,,,7753,0.0,571,288
2020-03-15,埃塞俄比亚,,,1,0.0,0,0
2020-03-15,芬兰,,,240,0.0,1,0
2020-03-15,法罗群岛,,,3,0.0,0,0
