date,country,province,city,confirmed,suspected,cured,dead
2020-02-03,中国,江苏省,宿迁市,10,0.0,0,0
2020-02-03,中国,江西省,,476,0.0,19,0
2020-02-03,中国,江西省,南昌市,121,0.0,4,0
2020-02-03,中国,江西省,景德镇市,4,0.0,1,0
2020-02-03,中国,江西省,萍乡市,20,0.0,1,0
2020-02-03,中国,江西省,九江市,78,0.0,2,0
2020-02-03,中国,江西省,新余市,59,0.0,3,0
2020-02-03,中国,江西省,鹰潭市,8,0.0,0,0
2020-02-03,中国,江西省,赣州市,42,0.0,1,0
2020-02-03,中国,江西省,吉安市,15,0.0,1,0
2020-02-03,中国,江西省,宜春市,45,0.0,2,0
2020-02-03,中国,江西省,抚州市,34,0.0,0,0
2020-02-03,中国,江西省,上饶市,50,0.0,4,0
2020-02-03,中国,河北省,邯郸市,14,0.0,0,0
2020-02-03,中国,河北省,沧州市,20,0.0,0,1
2020-02-03,中国,河北省,廊坊市,12,0.0,1,0
2020-02-03,中国,河北省,衡水市,5,0.0,0,0
2020-02-03,中国,河南省,郑州市,85,0.0,0,0
2020-02-03,中国,河南省,开封市,12,0.0,0,0
2020-02-03,中国,河南省,洛阳市,12,0.0,0,0
2020-02-03,中国,河南省,平顶山市,28,0.0,0,0
2020-02-03,中国,河南省,安阳市,33,0.0,0,0
2020-02-03,中国,河南省,滑县,1,0.0,0,0
2020-02-03,中国,河南省,鹤壁市,10,0.0,0,0
2020-02-03,中国,河南省,新乡市,33,0.0,0,0
2020-02-03,中国,河南省,长垣县,1,0.0,0,0
2020-02-03,中国,河南省,焦作市,12,0.0,0,0
2020-02-03,中国,河南省,濮阳市,4,0.0,0,0
2020-02-03,中国,河南省,许昌市,19,0.0,0,0
2020-02-03,中国,河南省,漯河市,23,0.0,0,0
2020-02-03,中国,河南省,三门峡市,7,0.0,0,0
2020-02-03,中国,河南省,南阳市,99,0.0,0,1
2020-02-03,中国,河南省,商丘市,60,0.0,0,0
2020-02-03,中国,河南省,信阳市,112,0.0,0,0
2020-02-03,中国,河南省,周口市,52,0.0,0,0
2020-02-03,中国,河南省,驻马店市,72,0.0,0,0
2020-02-03,中国,河南省,济源市,2,0.0,0,0
2020-02-03,中国,浙江省,,829,0.0,48,0
2020-02-03,中国,浙江省,杭州市,132,0.0,6,0
2020-02-03,中国,浙江省,宁波市,102,0.0,1,0
2020-02-03,中国,浙江省,温州市,340,0.0,17,0
2020-02-03,中国,浙江省,嘉兴市,23,0.0,0,0
2020-02-03,中国,浙江省,湖州市,9,0.0,1,0
2020-02-03,中国,浙江省,绍兴市,30,0.0,3,0
2020-02-03,中国,浙江省,金华市,40,0.0,6,0
2020-02-03,中国,浙江省,衢州市,15,0.0,0,0
2020-02-03,中国,浙江省,舟山市,7,0.0,2,0
2020-02-03,中国,浙江省,台州市,115,0.0,11,0
2020-02-03,中国,浙江省,丽水市,16,0.0,1,0
2020-02-03,中国,海南省,,79,0.0,4,1
2020-02-03,中国,海南省,海口市,14,0.0,0,0
2020-02-03,中国,海南省,三亚市,18,0.0,0,0
2020-02-03,中国,海南省,儋州市,8,0.0,0,0
2020-02-03,中国,海南省,琼海市,6,0.0,0,0
2020-02-03,中国,海南省,文昌市,1,0.0,0,0
2020-02-03,中国,海南省,万宁市,11,0.0,0,0
2020-02-03,中国,海南省,东方市,1,0.0,0,0
2020-02-03,中国,海南省,定安县,3,0.0,0,0
2020-02-03,中国,海南省,澄迈县,3,0.0,0,0
2020-02-03,中国,海南省,临高县,4,0.0,0,0
2020-02-03,中国,海南省,昌江黎族自治县,3,0.0,0,0
2020-02-03,中国,海南省,乐东黎族自治县,1,0.0,0,0
2020-02-03,中国,海南省,陵水黎族自治县,5,0.0,0,0
2020-02-03,中国,海南省,琼中黎族苗族自治县,1,0.0,0,0
2020-02-03,中国,湖北省,,13522,0.0,396,414
2020-02-03,中国,湖北省,所属地待确认,0,0.0,30,0
2020-02-03,中国,湖北省,武汉市,6384,0.0,228,313
2020-02-03,中国,湖北省,黄石市,405,0.0,8,2
2020-02-03,中国,湖北省,十堰市,291,0.0,2,0
2020-02-03,中国,湖北省,宜昌市,452,0.0,2,3
2020-02-03,中国,湖北省,襄阳市,632,0.0,1,1
2020-02-03,中国,湖北省,鄂州市,332,0.0,2,18
2020-02-03,中国,湖北省,荆门市,400,0.0,6,14
2020-02-03,中国,湖北省,孝感市,1120,0.0,2,17
2020-02-03,中国,湖北省,荆州市,613,0.0,6,7
2020-02-03,中国,湖北省,黄冈市,1422,0.0,32,19
2020-02-03,中国,湖北省,咸宁市,348,0.0,1,0
2020-02-03,中国,湖北省,随州市,641,0.0,3,6
2020-02-03,中国,湖北省,恩施土家族苗族自治州,123,0.0,5,0
2020-02-03,中国,湖北省,仙桃市,188,0.0,0,3
2020-02-03,中国,湖北省,潜江市,44,0.0,0,1
2020-02-03,中国,湖北省,天门市,117,0.0,0,10
2020-02-03,中国,湖北省,神农架林区,10,0.0,2,0
2020-02-03,中国,湖南省,,593,0.0,22,0
2020-02-03,中国,湖南省,长沙市,148,0.0,2,0
2020-02-03,中国,湖南省,株洲市,34,0.0,1,0
2020-02-03,中国,湖南省,湘潭市,21,0.0,3,0
2020-02-03,中国,湖南省,衡阳市,35,0.0,4,0
2020-02-03,中国,湖南省,邵阳市,55,0.0,1,0
2020-02-03,中国,湖南省,岳阳市,83,0.0,0,0
2020-02-03,中国,湖南省,常德市,50,0.0,0,0
2020-02-03,中国,湖南省,张家界市,3,0.0,0,0
2020-02-03,中国,湖南省,益阳市,35,0.0,1,0
2020-02-03,中国,湖南省,郴州市,22,0.0,1,0
2020-02-03,中国,湖南省,永州市,26,0.0,5,0
2020-02-03,中国,湖南省,怀化市,35,0.0,1,0
2020-02-03,中国,湖南省,娄底市,40,0.0,2,0
2020-02-03,中国,湖南省,湘西土家族苗族自治州,6,0.0,1,0
2020-02-03,中国,澳门特别行政区,,8,0.0,0,0
2020-02-03,中国,澳门特别行政区,所属地待确认,7,0.0,0,0
2020-02-03,中国,甘肃省,金昌市,1,0.0,0,0
2020-02-03,中国,甘肃省,白银市,1,0.0,0,0
2020-02-03,中国,甘肃省,张掖市,2,0.0,0,0
2020-02-03,中国,甘肃省,平凉市,1,0.0,0,0
2020-02-03,中国,甘肃省,陇南市,4,0.0,0,0
2020-02-03,中国,甘肃省,临夏回族自治州,3,0.0,0,0
2020-02-03,中国,西藏自治区,,1,0.0,0,0
2020-02-03,中国,西藏自治区,拉萨市,1,0.0,0,0
2020-02-03,中国,贵州省,贵阳市,0,0.0,1,0
2020-02-03,中国,贵州省,六盘水市,9,0.0,0,0
2020-02-03,中国,贵州省,遵义市,9,0.0,0,0
2020-02-03,中国,贵州省,安顺市,2,0.0,0,0
2020-02-03,中国,贵州省,毕节市,8,0.0,0,0
2020-02-03,中国,贵州省,铜仁市,6,0.0,1,0
2020-02-03,中国,贵州省,黔西南布依族苗族自治州,2,0.0,0,0
2020-02-03,中国,贵州省,黔东南苗族侗族自治州,4,0.0,0,0
2020-02-03,中国,贵州省,黔南布依族苗族自治州,6,0.0,0,0
2020-02-03,中国,辽宁省,,74,0.0,1,0
2020-02-03,中国,辽宁省,沈阳市,15,0.0,0,0
2020-02-03,中国,辽宁省,大连市,12,0.0,1,0
2020-02-03,中国,辽宁省,鞍山市,1,0.0,0,0
2020-02-03,中国,辽宁省,本溪市,3,0.0,0,0
2020-02-03,中国,辽宁省,丹东市,6,0.0,0,0
2020-02-03,中国,辽宁省,锦州市,7,0.0,0,0
2020-02-03,中国,辽宁省,营口市,1,0.0,0,0
2020-02-03,中国,辽宁省,阜新市,5,0.0,0,0
2020-02-03,中国,辽宁省,辽阳市,2,0.0,0,0
2020-02-03,中国,辽宁省,盘锦市,8,0.0,0,0
2020-02-03,中国,辽宁省,铁岭市,3,0.0,0,0
2020-02-03,中国,辽宁省,朝阳市,6,0.0,0,0
2020-02-03,中国,辽宁省,葫芦岛市,5,0.0,0,0
2020-02-03,中国,重庆市,,337,0.0,9,2
2020-02-03,中国,重庆市,两江新区,13,0.0,0,0
2020-02-03,中国,重庆市,高新区,1,0.0,0,0
2020-02-03,中国,重庆市,万州区,56,0.0,0,1
2020-02-03,中国,重庆市,涪陵区,2,0.0,0,0
2020-02-03,中国,重庆市,渝中区,13,0.0,0,0
2020-02-03,中国,重庆市,大渡口区,7,0.0,0,0
2020-02-03,中国,重庆市,江北区,16,0.0,0,0
2020-02-03,中国,重庆市,沙坪坝区,2,0.0,0,0
2020-02-03,中国,重庆市,九龙坡区,15,0.0,0,1
2020-02-03,中国,重庆市,南岸区,7,0.0,0,0
2020-02-03,中国,重庆市,綦江区,10,0.0,0,0
2020-02-03,中国,重庆市,大足区,7,0.0,0,0
2020-02-03,中国,重庆市,渝北区,12,0.0,0,0
2020-02-03,中国,重庆市,巴南区,3,0.0,0,0
2020-02-03,中国,重庆市,黔江区,2,0.0,0,0
2020-02-03,中国,重庆市,长寿区,12,0.0,0,0
2020-02-03,中国,重庆市,江津区,3,0.0,0,0
2020-02-03,中国,重庆市,合川区,9,0.0,0,0
2020-02-03,中国,重庆市,永川区,3,0.0,1,0
2020-02-03,中国,重庆市,璧山区,8,0.0,0,0
2020-02-03,中国,重庆市,铜梁区,7,0.0,0,0
2020-02-03,中国,重庆市,潼南区,4,0.0,0,0
2020-02-03,中国,重庆市,荣昌区,7,0.0,0,0
2020-02-03,中国,重庆市,开州区,18,0.0,0,0
2020-02-03,中国,重庆市,梁平区,3,0.0,0,0
2020-02-03,中国,重庆市,武隆区,1,0.0,0,0
2020-02-03,中国,重庆市,城口县,2,0.0,0,0
2020-02-03,中国,重庆市,丰都县,6,0.0,1,0
2020-02-03,中国,重庆市,垫江县,13,0.0,1,0
2020-02-03,中国,重庆市,忠县,15,0.0,0,0
2020-02-03,中国,重庆市,云阳县,18,0.0,1,0
2020-02-03,中国,重庆市,奉节县,9,0.0,0,0
2020-02-03,中国,重庆市,巫山县,7,0.0,4,0
2020-02-03,中国,重庆市,巫溪县,11,0.0,0,0
2020-02-03,中国,重庆市,石柱土家族自治县,12,0.0,0,0
2020-02-03,中国,重庆市,秀山土家族苗族自治县,1,0.0,1,0
2020-02-03,中国,重庆市,彭水苗族土家族自治县,2,0.0,0,0
2020-02-03,中国,陕西省,杨凌示范区,1,0.0,0,0
2020-02-03,中国,陕西省,西安市,60,0.0,0,0
2020-02-03,中国,陕西省,铜川市,7,0.0,0,0
2020-02-03,中国,陕西省,宝鸡市,10,0.0,0,0
2020-02-03,中国,陕西省,咸阳市,11,0.0,0,0
2020-02-03,中国,陕西省,渭南市,6,0.0,0,0
2020-02-03,中国,陕西省,韩城市,1,0.0,0,0
2020-02-03,中国,陕西省,延安市,7,0.0,0,0
2020-02-03,中国,陕西省,汉中市,16,0.0,0,0
2020-02-03,中国,陕西省,榆林市,1,0.0,0,0
2020-02-03,中国,陕西省,安康市,17,0.0,0,0
2020-02-03,中国,陕西省,商洛市,5,0.0,0,0
2020-02-03,中国,青海省,,15,0.0,0,0
2020-02-03,中国,青海省,西宁市,12,0.0,0,0
2020-02-03,中国,青海省,海北藏族自治州,3,0.0,0,0
2020-02-03,中国,香港特别行政区,,15,0.0,0,0
2020-02-03,中国,香港特别行政区,所属地待确认,10,0.0,0,0
2020-02-03,中国,黑龙江省,哈尔滨市,63,0.0,2,0
2020-02-03,中国,黑龙江省,齐齐哈尔市,6,0.0,0,0
2020-02-03,中国,黑龙江省,鸡西市,9,0.0,0,0
2020-02-03,中国,黑龙江省,鹤岗市,2,0.0,0,0
2020-02-03,中国,黑龙江省,双鸭山市,12,0.0,0,0
2020-02-03,中国,黑龙江省,大庆市,11,0.0,0,0
2020-02-03,中国,黑龙江省,佳木斯市,11,0.0,0,0
2020-02-03,中国,黑龙江省,七台河市,8,0.0,0,0
2020-02-03,中国,黑龙江省,牡丹江市,8,0.0,0,0
2020-02-03,中国,黑龙江省,黑河市,1,0.0,0,0
2020-02-03,中国,黑龙江省,绥化市,22,0.0,0,2
2020-02-03,中国,黑龙江省,大兴安岭地区,2,0.0,0,0
2020-02-04,日本,,,23,0.0,1,0
2020-02-04,中国,,,24324,23260.0,892,490
2020-02-04,中国,陕西省,,165,215.0,2,0
2020-02-04,中国,上海市,,233,194.0,12,1
2020-02-04,中国,黑龙江省,,190,184.0,4,2
2020-02-04,中国,云南省,,122,172.0,5,0
2020-02-04,中国,广东省,,870,136.0,32,0
2020-02-04,中国,河北省,,135,117.0,4,1
2020-02-04,中国,山东省,,298,94.0,13,0
2020-02-04,中国,福建省,,205,91.0,7,0
2020-02-04,中国,吉林省,,54,58.0,1,0
2020-02-04,中国,河南省,,764,52.0,41,2
2020-02-04,中国,山西省,,81,42.0,4,0
2020-02-04,中国,河北省,石家庄市,21,33.0,1,0
2020-02-04,中国,贵州省,,64,33.0,5,0
2020-02-04,中国,山东省,青岛市,34,28.0,3,0
2020-02-04,中国,宁夏回族自治区,,34,24.0,0,0
2020-02-04,中国,福建省,福州市,55,22.0,0,0
2020-02-04,中国,福建省,厦门市,21,22.0,0,0
2020-02-04,中国,山东省,济南市,29,19.0,0,0
2020-02-04,中国,福建省,莆田市,38,19.0,0,0
2020-02-04,中国,甘肃省,,57,17.0,4,0
2020-02-04,中国,安徽省,阜阳市,84,14.0,3,0
2020-02-04,中国,安徽省,六安市,34,14.0,1,0
2020-02-04,中国,山东省,德州市,19,13.0,1,0
2020-02-04,中国,山东省,泰安市,14,11.0,1,0
2020-02-04,中国,安徽省,蚌埠市,48,8.0,0,0
2020-02-04,中国,山东省,济宁市,23,8.0,3,0
2020-02-04,中国,福建省,泉州市,37,8.0,0,0
2020-02-04,中国,安徽省,合肥市,93,7.0,5,0
2020-02-04,中国,安徽省,安庆市,56,7.0,3,0
2020-02-04,中国,福建省,宁德市,14,7.0,0,0
2020-02-04,中国,安徽省,淮北市,14,6.0,0,0
2020-02-04,中国,山东省,临沂市,30,6.0,1,0
2020-02-04,中国,河北省,沧州市,20,6.0,0,1
2020-02-04,中国,福建省,龙岩市,2,6.0,0,0
2020-02-04,中国,河北省,邢台市,16,5.0,0,0
2020-02-04,中国,甘肃省,天水市,10,5.0,0,0
2020-02-04,中国,甘肃省,定西市,2,5.0,0,0
2020-02-04,中国,河北省,秦皇岛市,3,4.0,0,0
2020-02-04,中国,内蒙古自治区,,42,3.0,1,0
2020-02-04,中国,山东省,潍坊市,16,3.0,0,0
2020-02-04,中国,山东省,聊城市,12,3.0,0,0
2020-02-04,中国,福建省,漳州市,15,3.0,0,0
2020-02-04,中国,内蒙古自治区,巴彦淖尔市,4,2.0,0,0
2020-02-04,中国,安徽省,芜湖市,23,2.0,1,0
2020-02-04,中国,安徽省,亳州市,58,2.0,2,0
2020-02-04,中国,河北省,唐山市,12,2.0,0,0
2020-02-04,中国,河北省,邯郸市,14,2.0,0,0
2020-02-04,中国,河北省,定州市,0,2.0,0,0
2020-02-04,中国,河北省,张家口市,10,2.0,0,0
2020-02-04,中国,河北省,衡水市,5,2.0,0,0
2020-02-04,中国,甘肃省,兰州市,27,2.0,0,0
2020-02-04,中国,甘肃省,平凉市,1,2.0,0,0
2020-02-04,中国,甘肃省,甘南藏族自治州,1,2.0,0,0
2020-02-04,中国,福建省,平潭县,0,2.0,0,0
2020-02-04,中国,福建省,南平市,12,2.0,0,0
2020-02-04,中国,内蒙古自治区,赤峰市,3,1.0,0,0
2020-02-04,中国,内蒙古自治区,鄂尔多斯市,11,1.0,0,0
2020-02-04,中国,安徽省,铜陵市,19,1.0,1,0
2020-02-04,中国,安徽省,宿州市,24,1.0,0,0
2020-02-04,中国,安徽省,宣城市,4,1.0,1,0
2020-02-04,中国,山东省,淄博市,14,1.0,0,0
2020-02-04,中国,山东省,枣庄市,17,1.0,0,0
2020-02-04,中国,山东省,滨州市,11,1.0,0,0
2020-02-04,中国,甘肃省,庆阳市,1,1.0,0,0
2020-02-04,中国,上海市,外地来沪,84,0.0,0,0
2020-02-04,中国,上海市,黄浦区,5,0.0,0,0
2020-02-04,中国,上海市,徐汇区,12,0.0,0,0
2020-02-04,中国,上海市,长宁区,9,0.0,0,0
2020-02-04,中国,上海市,静安区,12,0.0,0,0
2020-02-04,中国,上海市,普陀区,6,0.0,0,0
2020-02-04,中国,上海市,虹口区,5,0.0,0,0
2020-02-04,中国,上海市,杨浦区,6,0.0,0,0
2020-02-04,中国,上海市,闵行区,11,0.0,0,0
2020-02-04,中国,上海市,宝山区,12,0.0,0,0
2020-02-04,中国,上海市,嘉定区,3,0.0,0,0
2020-02-04,中国,上海市,浦东新区,45,0.0,0,0
2020-02-04,中国,上海市,金山区,2,0.0,0,0
2020-02-04,中国,上海市,松江区,9,0.0,0,0
2020-02-04,中国,上海市,青浦区,4,0.0,0,0
2020-02-04,中国,上海市,奉贤区,6,0.0,0,0
2020-02-04,中国,上海市,崇明区,2,0.0,0,0
2020-02-04,中国,云南省,昆明市,34,0.0,0,0
2020-02-04,中国,云南省,曲靖市,10,0.0,0,0
2020-02-04,中国,云南省,玉溪市,12,0.0,0,0
2020-02-04,中国,云南省,保山市,8,0.0,0,0
2020-02-04,中国,云南省,昭通市,10,0.0,0,0
2020-02-04,中国,云南省,丽江市,7,0.0,0,0
2020-02-04,中国,云南省,普洱市,4,0.0,0,0
2020-02-04,中国,云南省,临沧市,1,0.0,0,0
2020-02-04,中国,云南省,楚雄彝族自治州,4,0.0,0,0
2020-02-04,中国,云南省,红河哈尼族彝族自治州,5,0.0,0,0
2020-02-04,中国,云南省,文山壮族苗族自治州,1,0.0,0,0
2020-02-04,中国,云南省,西双版纳傣族自治州,14,0.0,0,0
2020-02-04,中国,云南省,大理白族自治州,7,0.0,0,0
2020-02-04,中国,云南省,德宏傣族景颇族自治州,5,0.0,0,0
2020-02-04,中国,内蒙古自治区,呼和浩特市,5,0.0,0,0
2020-02-04,中国,内蒙古自治区,包头市,7,0.0,0,0
2020-02-04,中国,内蒙古自治区,乌海市,2,0.0,0,0
2020-02-04,中国,内蒙古自治区,通辽市,1,0.0,0,0
2020-02-04,中国,内蒙古自治区,呼伦贝尔市,3,0.0,1,0
2020-02-04,中国,内蒙古自治区,乌兰察布市,3,0.0,0,0
2020-02-04,中国,内蒙古自治区,兴安盟,1,0.0,0,0
2020-02-04,中国,内蒙古自治区,锡林郭勒盟,2,0.0,0,0
2020-02-04,中国,北京市,,253,0.0,24,1
2020-02-04,中国,北京市,外地来京,21,0.0,0,0
2020-02-04,中国,北京市,东城区,6,0.0,0,0
2020-02-04,中国,北京市,西城区,29,0.0,0,0
2020-02-04,中国,北京市,朝阳区,43,0.0,0,0
2020-02-04,中国,北京市,丰台区,20,0.0,0,0
2020-02-04,中国,北京市,石景山区,7,0.0,0,0
2020-02-04,中国,北京市,海淀区,45,0.0,0,0
2020-02-04,中国,北京市,门头沟区,3,0.0,0,0
2020-02-04,中国,北京市,房山区,11,0.0,0,0
2020-02-04,中国,北京市,通州区,13,0.0,0,0
2020-02-04,中国,北京市,顺义区,6,0.0,0,0
2020-02-04,中国,北京市,昌平区,15,0.0,0,0
2020-02-04,中国,北京市,大兴区,29,0.0,0,0
2020-02-04,中国,北京市,怀柔区,4,0.0,0,0
2020-02-04,中国,北京市,延庆区,1,0.0,0,0
2020-02-04,中国,台湾省,,11,0.0,0,0
2020-02-04,中国,吉林省,长春市,27,0.0,1,0
2020-02-04,中国,吉林省,吉林市,5,0.0,0,0
2020-02-04,中国,吉林省,四平市,8,0.0,0,0
2020-02-04,中国,吉林省,公主岭市,4,0.0,0,0
2020-02-04,中国,吉林省,辽源市,3,0.0,0,0
2020-02-04,中国,吉林省,通化市,1,0.0,0,0
2020-02-04,中国,吉林省,松原市,2,0.0,0,0
2020-02-04,中国,吉林省,延边朝鲜族自治州,3,0.0,0,0
2020-02-04,中国,四川省,,301,0.0,23,1
2020-02-04,中国,四川省,成都市,92,0.0,0,0
2020-02-04,中国,四川省,自贡市,9,0.0,0,0
2020-02-04,中国,四川省,攀枝花市,11,0.0,0,0
2020-02-04,中国,四川省,泸州市,10,0.0,0,0
2020-02-04,中国,四川省,德阳市,12,0.0,0,0
2020-02-04,中国,四川省,绵阳市,17,0.0,0,0
2020-02-04,中国,四川省,广元市,6,0.0,0,0
2020-02-04,中国,四川省,遂宁市,5,0.0,0,0
2020-02-04,中国,四川省,内江市,15,0.0,0,0
2020-02-04,中国,四川省,乐山市,2,0.0,0,0
2020-02-04,中国,四川省,峨眉山市,5,0.0,0,0
2020-02-04,中国,四川省,南充市,28,0.0,0,0
2020-02-04,中国,四川省,宜宾市,7,0.0,0,0
2020-02-04,中国,四川省,广安市,24,0.0,0,0
2020-02-04,中国,四川省,达州市,17,0.0,0,0
2020-02-04,中国,四川省,雅安市,6,0.0,0,0
2020-02-04,中国,四川省,巴中市,15,0.0,0,0
2020-02-04,中国,四川省,资阳市,2,0.0,0,0
2020-02-04,中国,四川省,阿坝藏族羌族自治州,1,0.0,0,0
2020-02-04,中国,四川省,甘孜藏族自治州,10,0.0,0,0
2020-02-04,中国,四川省,凉山彝族自治州,7,0.0,0,0
2020-02-04,中国,天津市,,67,0.0,2,0
2020-02-04,中国,天津市,外地来津,6,0.0,0,0
2020-02-04,中国,天津市,和平区,6,0.0,0,0
2020-02-04,中国,天津市,河东区,10,0.0,1,0
2020-02-04,中国,天津市,河西区,4,0.0,0,0
2020-02-04,中国,天津市,南开区,3,0.0,0,0
2020-02-04,中国,天津市,河北区,10,0.0,0,0
2020-02-04,中国,天津市,红桥区,2,0.0,1,0
2020-02-04,中国,天津市,东丽区,3,0.0,0,0
2020-02-04,中国,天津市,西青区,3,0.0,0,0
2020-02-04,中国,天津市,津南区,1,0.0,0,0
2020-02-04,中国,天津市,宝坻区,13,0.0,0,0
2020-02-04,中国,天津市,滨海新区,2,0.0,0,0
2020-02-04,中国,天津市,宁河区,4,0.0,0,0
2020-02-04,中国,宁夏回族自治区,宁东,1,0.0,0,0
2020-02-04,中国,宁夏回族自治区,银川市,20,0.0,0,0
2020-02-04,中国,宁夏回族自治区,石嘴山市,1,0.0,0,0
2020-02-04,中国,宁夏回族自治区,吴忠市,7,0.0,0,0
2020-02-04,中国,宁夏回族自治区,固原市,2,0.0,0,0
2020-02-04,中国,宁夏回族自治区,中卫市,3,0.0,0,0
2020-02-04,中国,安徽省,,530,0.0,20,0
2020-02-04,中国,安徽省,淮南市,12,0.0,0,0
2020-02-04,中国,安徽省,马鞍山市,30,0.0,0,0
2020-02-04,中国,安徽省,黄山市,9,0.0,0,0
2020-02-04,中国,安徽省,滁州市,11,0.0,2,0
2020-02-04,中国,安徽省,池州市,11,0.0,1,0
2020-02-04,中国,山东省,烟台市,26,0.0,0,0
2020-02-04,中国,山东省,威海市,27,0.0,2,0
2020-02-04,中国,山东省,日照市,14,0.0,0,0
2020-02-04,中国,山东省,菏泽市,12,0.0,1,0
2020-02-04,中国,山西省,太原市,9,0.0,1,0
2020-02-04,中国,山西省,大同市,9,0.0,0,0
2020-02-04,中国,山西省,阳泉市,2,0.0,0,0
2020-02-04,中国,山西省,长治市,3,0.0,0,0
2020-02-04,中国,山西省,晋城市,7,0.0,0,0
2020-02-04,中国,山西省,朔州市,4,0.0,0,0
2020-02-04,中国,山西省,晋中市,21,0.0,2,0
2020-02-04,中国,山西省,运城市,17,0.0,1,0
2020-02-04,中国,山西省,忻州市,3,0.0,0,0
2020-02-04,中国,山西省,临汾市,1,0.0,0,0
2020-02-04,中国,山西省,吕梁市,5,0.0,0,0
2020-02-04,中国,广东省,广州市,237,0.0,0,0
2020-02-04,中国,广东省,韶关市,6,0.0,0,0
2020-02-04,中国,广东省,深圳市,289,0.0,0,0
2020-02-04,中国,广东省,珠海市,69,0.0,0,0
2020-02-04,中国,广东省,汕头市,20,0.0,0,0
2020-02-04,中国,广东省,佛山市,49,0.0,0,0
2020-02-04,中国,广东省,江门市,7,0.0,0,0
2020-02-04,中国,广东省,湛江市,18,0.0,0,0
2020-02-04,中国,广东省,茂名市,6,0.0,0,0
2020-02-04,中国,广东省,肇庆市,11,0.0,0,0
2020-02-04,中国,广东省,惠州市,31,0.0,0,0
2020-02-04,中国,广东省,梅州市,10,0.0,0,0
2020-02-04,中国,广东省,汕尾市,5,0.0,0,0
2020-02-04,中国,广东省,河源市,1,0.0,0,0
2020-02-04,中国,广东省,阳江市,12,0.0,0,0
2020-02-04,中国,广东省,清远市,10,0.0,0,0
2020-02-04,中国,广东省,东莞市,44,0.0,0,0
2020-02-04,中国,广东省,中山市,35,0.0,0,0
2020-02-04,中国,广东省,潮州市,4,0.0,0,0
2020-02-04,中国,广东省,揭阳市,6,0.0,0,0
2020-02-04,中国,广西壮族自治区,,150,0.0,10,0
2020-02-04,中国,广西壮族自治区,南宁市,28,0.0,0,0
2020-02-04,中国,广西壮族自治区,柳州市,17,0.0,0,0
2020-02-04,中国,广西壮族自治区,桂林市,26,0.0,0,0
2020-02-04,中国,广西壮族自治区,梧州市,5,0.0,0,0
2020-02-04,中国,广西壮族自治区,北海市,29,0.0,0,0
2020-02-04,中国,广西壮族自治区,防城港市,13,0.0,0,0
2020-02-04,中国,广西壮族自治区,钦州市,4,0.0,0,0
2020-02-04,中国,广西壮族自治区,贵港市,5,0.0,0,0
2020-02-04,中国,广西壮族自治区,玉林市,8,0.0,0,0
2020-02-04,中国,广西壮族自治区,百色市,2,0.0,0,0
2020-02-04,中国,广西壮族自治区,贺州市,4,0.0,0,0
2020-02-04,中国,广西壮族自治区,河池市,9,0.0,0,0
2020-02-04,中国,新疆维吾尔自治区,,32,0.0,0,0
2020-02-04,中国,新疆维吾尔自治区,第七师,1,0.0,0,0
2020-02-04,中国,新疆维吾尔自治区,第九师,4,0.0,0,0
2020-02-04,中国,新疆维吾尔自治区,第八师石河子市,1,0.0,0,0
2020-02-04,中国,新疆维吾尔自治区,第六师五家渠市,1,0.0,0,0
2020-02-04,中国,新疆维吾尔自治区,乌鲁木齐市,12,0.0,0,0
2020-02-04,中国,新疆维吾尔自治区,吐鲁番市,1,0.0,0,0
2020-02-04,中国,新疆维吾尔自治区,昌吉回族自治州,2,0.0,0,0
2020-02-04,中国,新疆维吾尔自治区,阿克苏地区,1,0.0,0,0
2020-02-04,中国,新疆维吾尔自治区,伊犁哈萨克自治州,9,0.0,0,0
2020-02-04,中国,江苏省,,341,0.0,13,0
2020-02-04,中国,江苏省,南京市,47,0.0,4,0
2020-02-04,中国,江苏省,无锡市,26,0.0,1,0
2020-02-04,中国,江苏省,徐州市,45,0.0,0,0
2020-02-04,中国,江苏省,常州市,24,0.0,2,0
2020-02-04,中国,江苏省,苏州市,2,0.0,3,0
2020-02-04,中国,江苏省,南通市,1,0.0,0,0
2020-02-04,中国,江苏省,连云港市,20,0.0,1,0
2020-02-04,中国,江苏省,淮安市,26,0.0,1,0
2020-02-04,中国,江苏省,盐城市,15,0.0,0,0
2020-02-04,中国,江苏省,扬州市,15,0.0,0,0
2020-02-04,中国,江苏省,镇江市,6,0.0,0,0
2020-02-04,中国,江苏省,泰州市,26,0.0,1,0
2020-02-04,中国,江苏省,宿迁市,11,0.0,0,0
2020-02-04,中国,江西省,,548,0.0,27,0
2020-02-04,中国,江西省,南昌市,134,0.0,7,0
2020-02-04,中国,江西省,景德镇市,4,0.0,1,0
2020-02-04,中国,江西省,萍乡市,22,0.0,1,0
2020-02-04,中国,江西省,九江市,86,0.0,2,0
2020-02-04,中国,江西省,新余市,69,0.0,4,0
2020-02-04,中国,江西省,鹰潭市,9,0.0,0,0
2020-02-04,中国,江西省,赣州市,48,0.0,1,0
2020-02-04,中国,江西省,吉安市,15,0.0,1,0
2020-02-04,中国,江西省,宜春市,48,0.0,4,0
2020-02-04,中国,江西省,抚州市,44,0.0,1,0
2020-02-04,中国,江西省,上饶市,69,0.0,5,0
